id,airport_from,airport_to,distance_km,flight_time_hr
2847,BDO,MKF,3305,3.97
2848,BDO,BXW,3332,3.96
2849,BDO,SHE,2712,3.4
2850,BDO,INX,3550,4.34
2851,SOC,PKY,708,0.88
2852,SOC,RAQ,1025,1.33
2853,SOC,SRG,2196,2.76
2854,SOC,ZRI,236,0.3
2855,SOC,RSK,2080,2.76
2856,SOC,LAH,1815,2.32
2857,SOC,UGU,311,0.41
2858,SOC,TTR,1592,1.88
2859,SOC,MES,1976,2.55
2860,SOC,KLP,1385,1.71
2861,SOC,KBU,3044,3.7
2862,SOC,WSR,867,1.09
2863,SOC,BPN,1743,2.09
2864,SOC,MDP,312,0.39
2865,SOC,NPO,1608,2.02
2866,SOC,PSU,1768,2.13
2867,SOC,SKO,333,0.43
2868,SOC,SHE,2673,3.47
2869,SOC,HMS,319,0.42
2870,SOC,TTE,139,0.17
2871,SOC,KOD,964,1.21
2872,SOC,SNX,2189,2.58
2873,SOC,BXD,429,0.53
2874,SOC,PGK,1067,1.35
2875,SOC,SXK,1650,2.05
2876,SOC,BUW,2469,3.2
2877,SOC,GTO,1218,1.56
2878,SOC,BTW,953,1.2
2879,SOC,PWL,1505,1.85
2880,SOC,MRB,2602,3.31
2881,SOC,MOH,1579,2.05
2882,SOC,SMQ,1408,1.81
2883,SOC,TJS,2362,2.97
2884,SOC,TNB,2894,3.67
2885,SOC,BDJ,1891,2.46
2886,SOC,WRR,1277,1.62
2887,SOC,MPC,3082,4.05
2888,SOC,JKT,893,1.08
2889,SOC,NTX,261,0.34
2890,SOC,DJB,2690,3.45
2891,SOC,RGT,3296,3.92
2892,SOC,LMU,2490,3.22
2893,SOC,BXB,3238,4.14
2894,SOC,CBN,367,0.46
2895,SOC,GAV,2964,3.69
2896,SOC,BNE,1289,1.63
2897,SOC,LKA,3467,4.16
2898,SOC,WHI,962,1.18
2899,SOC,UBR,343,0.42
2900,SOC,PKN,2910,3.53
2901,SUB,LBJ,1662,2.17
2902,SUB,SWQ,3016,3.77
2903,SUB,MOH,2834,3.76
2904,SUB,WET,2260,2.72
2905,SUB,LKA,2783,3.54
2906,SUB,DJJ,1716,2.17
2907,SUB,WUB,2102,2.72
2908,SUB,OKL,3504,4.2
2909,SUB,SEQ,770,1.02
2910,SUB,TRT,157,0.2
2911,SUB,RJM,2569,3.04
2912,SUB,AYW,1875,2.49
2913,SUB,LUW,429,0.57
2914,SUB,KDI,2462,3.24
2915,SUB,NRE,2713,3.21
2916,SUB,TRK,3182,4.2
2917,SUB,LMU,2331,3.11
2918,SUB,LOP,497,0.61
2919,SUB,PCB,2819,3.62
2920,SUB,WAR,3208,3.98
2921,SUB,JIO,640,0.77
2922,SUB,BUI,3531,4.38
2923,SUB,PDG,516,0.61
2924,SUB,JKT,2807,3.5
2925,SUB,PNK,3482,4.64
2926,SUB,JBB,1768,2.31
2927,SUB,TNB,3366,3.97
2928,SUB,PGK,426,0.52
2929,SUB,SRG,3327,4.05
2930,SUB,DOB,1684,2.15
2931,SUB,MES,1327,1.67
2932,SUB,UOL,1191,1.52
2933,SUB,MDP,2745,3.28
2934,SUB,OKQ,1696,2.1
2935,SUB,TXE,1406,1.7
2936,SUB,SIW,3344,4.31
2937,SUB,KNO,633,0.75
2938,SUB,KOD,2601,3.35
2939,SUB,GHS,3233,4.06
2940,SUB,LWE,2398,3.17
2941,SUB,MKQ,238,0.29
2942,SUB,KBU,2220,2.63
2943,SUB,CBN,789,0.97
2944,SUB,KEI,3394,4.35
2945,SUB,SMQ,1162,1.44
2946,SUB,HLP,2084,2.63
2947,SUB,BXT,3269,4.34
2948,SUB,TMC,1191,1.41
2949,SUB,SQG,640,0.8
2950,SUB,TJB,1135,1.35
2951,KJT,BTJ,3687,4.57
2952,KJT,PDG,1998,2.43
2953,KJT,TJC,303,0.38
2954,KJT,PKU,3308,4.34
2955,KJT,NAH,569,0.68
2956,KJT,ENE,1254,1.49
2957,KJT,MSA,3198,4.14
2958,KJT,LBW,3436,4.11
2959,KJT,KWB,1521,1.8
2960,KJT,BTH,2655,3.5
2961,KJT,ABY,1532,2.02
2962,KJT,ZRM,3398,4.03
2963,KJT,TLI,3224,4.14
2964,KJT,KBF,1442,1.9
2965,KJT,SRG,3355,4.21
2966,KJT,NNX,2942,3.65
2967,KJT,BXB,1717,2.28
2968,KJT,PSU,274,0.36
2969,KJT,TNB,1724,2.16
2970,KJT,LWE,1532,1.99
2971,KJT,LSE,2434,2.95
2972,KJT,WHI,1381,1.81
2973,KJT,MKW,3617,4.45
2974,KJT,LLN,2424,3.12
2975,KJT,SWQ,476,0.61
2976,KJT,PGK,3382,4.05
2977,KJT,KLK,2128,2.56
2978,KJT,LUV,1052,1.36
2979,KJT,MRB,1125,1.33
2980,KJT,TFY,2078,2.66
2981,KJT,LUW,2369,3.12
2982,KJT,AAP,3681,4.76
2983,KJT,KXB,2282,3.03
2984,KJT,BKS,2470,3.27
2985,KJT,BWX,239,0.3
2986,KJT,ATS,2839,3.66
2987,KJT,OJU,1616,2.12
2988,KJT,TJG,1838,2.27
2989,KJT,ZRI,3261,3.9
2990,KJT,NRE,2909,3.75
2991,KJT,RTU,2970,3.91
2992,KJT,INX,167,0.22
2993,KJT,BXD,2319,2.78
2994,KJT,CBN,1971,2.58
2995,KJT,CJN,3688,4.81
2996,KJT,TSY,780,1.02
2997,KJT,MPC,863,1.03
2998,KJT,BJW,402,0.51
2999,KJT,UOL,3333,4.26
3000,KJT,KBX,182,0.22
3001,CGK,ABY,625,0.76
3002,CGK,CPF,165,0.21
3003,CGK,FLZ,3442,4.22
3004,CGK,HMS,2909,3.5
3005,CGK,SMQ,2793,3.55
3006,CGK,DUM,759,0.97
3007,CGK,AAS,2233,2.9
3008,CGK,MAL,206,0.26
3009,CGK,UPG,2821,3.7
3010,CGK,PWL,2969,3.66
3011,CGK,BNE,2248,2.69
3012,CGK,MES,133,0.17
3013,CGK,WSR,821,0.99
3014,CGK,UBR,2602,3.34
3015,CGK,LKA,3349,4.44
3016,CGK,AEG,3609,4.81
3017,CGK,ONI,1976,2.38
3018,CGK,YIA,3353,3.97
3019,CGK,AKM,3427,4.28
3020,CGK,SUP,1074,1.29
3021,CGK,TBX,1677,1.98
3022,CGK,PKN,520,0.62
3023,CGK,SOC,657,0.83
3024,CGK,KJT,1862,2.33
3025,CGK,UGU,3486,4.24
3026,CGK,LYK,597,0.71
3027,CGK,NDA,736,0.92
3028,CGK,CJN,1829,2.26
3029,CGK,MSA,2938,3.82
3030,CGK,SBG,331,0.43
3031,CGK,BMU,1746,2.22
3032,CGK,BWX,3691,4.35
3033,CGK,KBX,914,1.22
3034,CGK,NRE,2590,3.28
3035,CGK,TSY,1799,2.3
3036,CGK,AHI,2185,2.58
3037,CGK,GHS,2126,2.54
3038,CGK,WNI,1031,1.34
3039,CGK,KNG,2455,3.18
3040,CGK,TRT,3213,4.08
3041,CGK,LLO,2017,2.58
3042,CGK,LSW,1303,1.74
3043,CGK,ZEG,2043,2.56
3044,CGK,TKG,1666,2.09
3045,CGK,TRK,3628,4.49
3046,CGK,WASS,1291,1.61
3047,CGK,RTG,1975,2.45
3048,CGK,NNX,777,0.99
3049,CGK,INX,1889,2.36
3050,CGK,DTD,1457,1.9
3051,YIA,BXG,1962,2.42
3052,YIA,RUF,2584,3.42
3053,YIA,TNJ,1752,2.28
3054,YIA,GNS,2076,2.69
3055,YIA,BEJ,160,0.19
3056,YIA,GEB,862,1.02
3057,YIA,DPS,1521,1.97
3058,YIA,LYK,2685,3.4
3059,YIA,KWB,2804,3.7
3060,YIA,PGK,2549,3.1
3061,YIA,TJC,3230,3.99
3062,YIA,NAH,3308,4.07
3063,YIA,RGT,3678,4.57
3064,YIA,OKL,2575,3.21
3065,YIA,LSW,2282,2.74
3066,YIA,MNA,3069,3.93
3067,YIA,MXB,2277,2.71
3068,YIA,BJG,2592,3.07
3069,YIA,MKQ,647,0.81
3070,YIA,LSE,1076,1.38
3071,YIA,OKQ,609,0.72
3072,YIA,OTI,2144,2.75
3073,YIA,PKY,164,0.22
3074,YIA,ZEG,3000,3.66
3075,YIA,SHE,715,0.87
3076,YIA,RJM,466,0.59
3077,YIA,PCB,2818,3.54
3078,YIA,TBX,2826,3.51
3079,YIA,SUP,231,0.3
3080,YIA,NPO,2404,2.92
3081,YIA,SIW,502,0.65
3082,YIA,PPJ,1248,1.5
3083,YIA,LBJ,2161,2.57
3084,YIA,MOH,1651,2.03
3085,YIA,BXW,959,1.19
3086,YIA,ABU,3170,3.82
3087,YIA,TJQ,2421,2.94
3088,YIA,LLN,1778,2.14
3089,YIA,TKG,1027,1.36
3090,YIA,BTH,3590,4.31
3091,YIA,EWE,930,1.19
3092,YIA,BTJ,169,0.22
3093,YIA,NKD,2159,2.85
3094,YIA,TTR,672,0.85
3095,YIA,KRC,1867,2.42
3096,YIA,WNI,495,0.62
3097,YIA,LOP,1632,2.02
3098,YIA,WASS,2884,3.43
3099,YIA,LLO,3079,4.06
3100,YIA,MPC,664,0.83
3101,PWL,KJX,3026,3.69
3102,PWL,BWX,3074,3.79
3103,PWL,LHI,2096,2.65
3104,PWL,PKN,2226,2.62
3105,PWL,MNA,1149,1.43
3106,PWL,DPS,2472,3.03
3107,PWL,KDI,267,0.33
3108,PWL,EWI,1991,2.55
3109,PWL,CPF,1784,2.2
3110,PWL,PKY,2150,2.77
3111,PWL,FLZ,3244,3.87
3112,PWL,BJK,1426,1.77
3113,PWL,RAQ,1350,1.75
3114,PWL,RTI,2012,2.48
3115,PWL,TBX,1923,2.47
3116,PWL,GTO,2936,3.7
3117,PWL,NRE,3686,4.34
3118,PWL,WHI,1696,2.06
3119,PWL,MKQ,3486,4.27
3120,PWL,WAR,2075,2.55
3121,PWL,LAH,1240,1.62
3122,PWL,MOH,3344,4.38
3123,PWL,NNX,1328,1.58
3124,PWL,JKT,1443,1.82
3125,PWL,MEQ,780,1.0
3126,PWL,RTG,2298,2.92
3127,PWL,OKL,2331,2.88
3128,PWL,SHE,3339,4.04
3129,PWL,DRH,904,1.08
3130,PWL,OJU,1800,2.3
3131,PWL,WASS,3226,4.21
3132,PWL,RJM,3676,4.86
3133,PWL,KJT,1651,2.04
3134,PWL,BEJ,3030,3.71
3135,PWL,LUV,2440,3.24
3136,PWL,MSA,2442,3.14
3137,PWL,KOE,341,0.44
3138,PWL,SAU,1759,2.28
3139,PWL,NKD,2440,3.15
3140,PWL,ZEG,2051,2.42
3141,PWL,KLK,2276,2.76
3142,PWL,BUI,2317,2.77
3143,PWL,ILG,640,0.81
3144,PWL,TKG,2291,2.79
3145,PWL,WRR,996,1.22
3146,PWL,BXD,1371,1.79
3147,PWL,MPC,3338,4.07
3148,PWL,SOC,1459,1.95
3149,PWL,TIM,715,0.85
3150,PWL,NTX,602,0.75
3151,JKT,KOE,2184,2.68
3152,JKT,MKF,1991,2.52
3153,JKT,PPJ,1450,1.89
3154,JKT,BXG,1278,1.7
3155,JKT,TMX,2151,2.66
3156,JKT,AXO,660,0.88
3157,JKT,ILG,823,0.98
3158,JKT,BNE,3603,4.5
3159,JKT,WRR,333,0.43
3160,JKT,SRG,1488,1.85
3161,JKT,GHS,1805,2.17
3162,JKT,PGK,1267,1.57
3163,JKT,DRH,3214,3.84
3164,JKT,PLM,3005,3.63
3165,JKT,AYW,372,0.49
3166,JKT,KEI,1241,1.49
3167,JKT,GLX,3681,4.79
3168,JKT,LLN,2624,3.48
3169,JKT,KBF,658,0.84
3170,JKT,WNI,3423,4.07
3171,JKT,KRC,206,0.24
3172,JKT,BXB,1989,2.36
3173,JKT,BRG,675,0.89
3174,JKT,DPS,831,1.0
3175,JKT,BUW,3491,4.16
3176,JKT,AHI,385,0.45
3177,JKT,AKQ,842,1.03
3178,JKT,JOG,679,0.84
3179,JKT,SAU,1919,2.56
3180,JKT,RAQ,2827,3.68
3181,JKT,BXD,461,0.56
3182,JKT,RPI,752,0.93
3183,JKT,ABU,1069,1.41
3184,JKT,MAP,1902,2.53
3185,JKT,WSR,3314,4.15
3186,JKT,GNS,2836,3.38
3187,JKT,FKQ,2924,3.56
3188,JKT,BTO,373,0.44
3189,JKT,FOO,2340,3.02
3190,JKT,LBW,3397,4.43
3191,JKT,MXB,875,1.08
3192,JKT,TTE,3323,4.27
3193,JKT,TBX,2954,3.9
3194,JKT,SKO,442,0.55
3195,JKT,SHE,1000,1.32
3196,JKT,BJG,2328,3.1
3197,JKT,CPF,2201,2.86
3198,JKT,MDC,2950,3.68
3199,JKT,KXB,644,0.82
3200,JKT,BDO,1668,2.08
3201,JBB,MNA,1381,1.64
3202,JBB,KMR,2137,2.59
3203,JBB,MXB,3627,4.7
3204,JBB,JIO,3525,4.21
3205,JBB,TMB,2930,3.65
3206,JBB,MOH,801,0.98
3207,JBB,OKL,2179,2.72
3208,JBB,DUM,766,0.99
3209,JBB,MKF,2620,3.2
3210,JBB,LSW,2855,3.73
3211,JBB,SNX,2838,3.38
3212,JBB,MDP,3117,3.94
3213,JBB,RKI,1318,1.6
3214,JBB,RJM,2330,3.07
3215,JBB,GLX,1730,2.23
3216,JBB,SAU,1767,2.15
3217,JBB,BDJ,3040,3.88
3218,JBB,MOA,655,0.87
3219,JBB,AEG,2743,3.44
3220,JBB,DTD,1445,1.88
3221,JBB,TTR,1673,2.02
3222,JBB,RTI,519,0.63
3223,JBB,BUI,1763,2.21
3224,JBB,MAP,870,1.11
3225,JBB,AAP,907,1.15
3226,JBB,TJB,2263,2.88
3227,JBB,KOX,3385,4.4
3228,JBB,KBU,3143,4.02
3229,JBB,PNK,1289,1.65
3230,JBB,KAZ,378,0.46
3231,JBB,NKD,2150,2.56
3232,JBB,KOE,3177,3.76
3233,JBB,LYK,3679,4.75
3234,JBB,DJJ,2087,2.68
3235,JBB,SIW,1840,2.22
3236,JBB,BEJ,858,1.12
3237,JBB,DOB,254,0.31
3238,JBB,TKG,326,0.43
3239,JBB,AAS,1907,2.25
3240,JBB,RGT,2058,2.66
3241,JBB,PKY,1406,1.83
3242,JBB,ARD,1307,1.72
3243,JBB,ZRI,2348,3.04
3244,JBB,TJC,3612,4.27
3245,JBB,OTI,448,0.54
3246,JBB,SUB,2624,3.28
3247,JBB,MKQ,242,0.32
3248,JBB,TPK,3266,4.17
3249,JBB,KNO,3118,3.95
3250,JBB,TLI,970,1.15
3251,PCB,RTI,1052,1.39
3252,PCB,TTE,1601,2.02
3253,PCB,KEI,145,0.17
3254,PCB,UBR,2144,2.78
3255,PCB,TNJ,700,0.83
3256,PCB,SIW,914,1.17
3257,PCB,CJN,2081,2.67
3258,PCB,PNK,1858,2.31
3259,PCB,SUP,2944,3.6
3260,PCB,TJS,1441,1.79
3261,PCB,GHS,2355,3.14
3262,PCB,SKO,3299,4.14
3263,PCB,KWB,352,0.45
3264,PCB,KOD,2169,2.76
3265,PCB,TJC,1885,2.4
3266,PCB,LMU,1780,2.23
3267,PCB,MRB,3159,4.15
3268,PCB,GLX,396,0.49
3269,PCB,TMB,3678,4.53
3270,PCB,MKW,1371,1.76
3271,PCB,UPG,695,0.83
3272,PCB,FOO,2679,3.41
3273,PCB,KBF,806,1.05
3274,PCB,KMR,527,0.65
3275,PCB,RDE,3677,4.9
3276,PCB,BUI,2527,3.06
3277,PCB,KSX,979,1.19
3278,PCB,KXB,3420,4.55
3279,PCB,BPN,216,0.29
3280,PCB,YIA,1866,2.38
3281,PCB,SEQ,3582,4.27
3282,PCB,BXG,214,0.27
3283,PCB,PXA,1031,1.26
3284,PCB,NTX,1869,2.22
3285,PCB,SIQ,3641,4.74
3286,PCB,OKL,1050,1.32
3287,PCB,BRG,1700,2.05
3288,PCB,PWL,2310,2.87
3289,PCB,KNO,3142,3.78
3290,PCB,TXE,3473,4.43
3291,PCB,AAP,2393,2.94
3292,PCB,PLW,3346,4.25
3293,PCB,MDC,1437,1.77
3294,PCB,TKG,269,0.33
3295,PCB,KDI,2394,3.11
3296,PCB,WSR,1063,1.4
3297,PCB,TTR,156,0.19
3298,PCB,NDA,671,0.88
3299,PCB,LII,1520,1.96
3300,PCB,ENE,3529,4.66
3301,PPJ,RGT,1097,1.39
3302,PPJ,PKN,3220,4.25
3303,PPJ,BDO,1009,1.29
3304,PPJ,CBN,332,0.4
3305,PPJ,PSU,731,0.96
3306,PPJ,BEJ,661,0.82
3307,PPJ,KOX,2278,2.74
3308,PPJ,AAP,3276,3.99
3309,PPJ,KOE,2215,2.94
3310,PPJ,SWQ,1258,1.56
3311,PPJ,RKI,2222,2.77
3312,PPJ,PDG,1063,1.37
3313,PPJ,PNK,2921,3.5
3314,PPJ,AGD,3529,4.2
3315,PPJ,ENE,3576,4.41
3316,PPJ,PPR,2657,3.26
3317,PPJ,UGU,2489,3.22
3318,PPJ,TTE,893,1.18
3319,PPJ,TLI,286,0.37
3320,PPJ,AKM,3479,4.3
3321,PPJ,EWE,2503,3.28
3322,PPJ,MOF,1379,1.68
3323,PPJ,GAV,925,1.15
3324,PPJ,LKA,1765,2.1
3325,PPJ,KJX,2918,3.56
3326,PPJ,LWE,3478,4.52
3327,PPJ,LAH,3026,3.75
3328,PPJ,DJJ,1807,2.27
3329,PPJ,PWL,2461,3.09
3330,PPJ,MDC,2110,2.51
3331,PPJ,BXB,2647,3.38
3332,PPJ,BUI,1949,2.49
3333,PPJ,BTH,3276,4.18
3334,PPJ,WHI,2175,2.77
3335,PPJ,BJW,3688,4.8
3336,PPJ,BXT,1469,1.92
3337,PPJ,LLN,163,0.2
3338,PPJ,GLX,136,0.18
3339,PPJ,KLP,2630,3.1
3340,PPJ,KTG,661,0.86
3341,PPJ,MES,3697,4.83
3342,PPJ,KSX,3249,4.24
3343,PPJ,LLG,1236,1.63
3344,PPJ,LSW,650,0.85
3345,PPJ,BTW,1921,2.56
3346,PPJ,KBF,3092,3.81
3347,PPJ,MDP,2955,3.86
3348,PPJ,LLO,1683,2.21
3349,PPJ,SIQ,3307,3.97
3350,PPJ,AXO,1753,2.26
3351,SUP,LOP,687,0.9
3352,SUP,CJN,218,0.26
3353,SUP,LLO,2481,3.07
3354,SUP,MDC,2955,3.62
3355,SUP,BJW,2435,3.13
3356,SUP,ILG,445,0.57
3357,SUP,TJB,2123,2.59
3358,SUP,JKT,1052,1.39
3359,SUP,NPO,641,0.76
3360,SUP,TMC,3563,4.66
3361,SUP,CPF,765,1.01
3362,SUP,BWX,2539,3.31
3363,SUP,KAZ,2736,3.34
3364,SUP,TRT,1793,2.15
3365,SUP,LHI,2745,3.42
3366,SUP,AHI,3575,4.28
3367,SUP,KLP,851,1.1
3368,SUP,RAQ,1227,1.45
3369,SUP,HMS,3107,3.67
3370,SUP,WUB,721,0.95
3371,SUP,BXG,2297,2.72
3372,SUP,KNG,2464,3.03
3373,SUP,OTI,1352,1.65
3374,SUP,RUF,1917,2.27
3375,SUP,KRC,3373,4.1
3376,SUP,LKA,1320,1.61
3377,SUP,GEB,1474,1.85
3378,SUP,BMU,2427,3.2
3379,SUP,RJM,3530,4.17
3380,SUP,GYO,221,0.27
3381,SUP,MKW,2659,3.2
3382,SUP,DRH,3179,3.86
3383,SUP,TFY,1477,1.96
3384,SUP,MAP,1479,1.92
3385,SUP,PLW,2667,3.54
3386,SUP,PXA,2759,3.58
3387,SUP,KEQ,2126,2.79
3388,SUP,WHI,2031,2.49
3389,SUP,RSK,3138,3.7
3390,SUP,GHS,499,0.65
3391,SUP,ABY,2563,3.28
3392,SUP,BUW,1452,1.91
3393,SUP,KOX,1549,1.86
3394,SUP,FKQ,1813,2.16
3395,SUP,SWQ,2212,2.83
3396,SUP,PKN,817,1.01
3397,SUP,KXB,532,0.7
3398,SUP,WRR,2316,3.08
3399,SUP,SQG,2391,3.11
3400,SUP,TXE,1671,2.22
3401,CXP,TMC,468,0.58
3402,CXP,KEI,351,0.46
3403,CXP,INX,3362,4.29
3404,CXP,LMU,1548,1.94
3405,CXP,KLP,2024,2.48
3406,CXP,KBX,1850,2.27
3407,CXP,TJS,1780,2.2
3408,CXP,KSR,2373,2.8
3409,CXP,UOL,1058,1.26
3410,CXP,RJM,1887,2.41
3411,CXP,SUB,865,1.14
3412,CXP,TTR,722,0.93
3413,CXP,DTD,218,0.28
3414,CXP,SQG,267,0.36
3415,CXP,JIO,2526,3.02
3416,CXP,BNE,632,0.81
3417,CXP,BPN,587,0.77
3418,CXP,RTG,2890,3.81
3419,CXP,TMX,2753,3.31
3420,CXP,SUP,1104,1.44
3421,CXP,RGT,463,0.58
3422,CXP,AXO,2667,3.47
3423,CXP,PPJ,586,0.75
3424,CXP,WSR,3401,4.04
3425,CXP,LUW,1106,1.33
3426,CXP,NTX,2852,3.73
3427,CXP,WGP,2217,2.8
3428,CXP,LWE,2049,2.72
3429,CXP,DEX,2488,3.21
3430,CXP,BXM,1721,2.12
3431,CXP,RSK,3272,3.87
3432,CXP,JOG,1632,2.07
3433,CXP,GNS,858,1.05
3434,CXP,DRH,378,0.5
3435,CXP,AHI,1733,2.13
3436,CXP,WET,568,0.7
3437,CXP,SOC,1973,2.48
3438,CXP,DOB,2427,3.01
3439,CXP,RTI,3395,4.35
3440,CXP,KXB,1370,1.64
3441,CXP,FKQ,2592,3.26
3442,CXP,PPR,142,0.18
3443,CXP,BTW,790,1.0
3444,CXP,KTG,2922,3.52
3445,CXP,KWB,2116,2.76
3446,CXP,TTE,2326,2.77
3447,CXP,BJG,1450,1.73
3448,CXP,BMU,688,0.86
3449,CXP,PKN,1900,2.25
3450,CXP,TMY,3196,4.0
3451,TSY,KXB,270,0.35
3452,TSY,MTW,1908,2.48
3453,TSY,HLP,1882,2.3
3454,TSY,WSR,526,0.64
3455,TSY,JKT,878,1.15
3456,TSY,LYK,2527,3.06
3457,TSY,MAL,474,0.63
3458,TSY,ONI,1660,2.18
3459,TSY,BRG,2496,3.29
3460,TSY,MDC,2900,3.72
3461,TSY,BJW,499,0.59
3462,TSY,BDJ,2528,3.21
3463,TSY,RJM,2751,3.3
3464,TSY,TJC,1818,2.25
3465,TSY,EWE,1704,2.04
3466,TSY,TNB,2353,2.98
3467,TSY,LBW,3643,4.5
3468,TSY,AEG,2348,2.81
3469,TSY,RGT,1359,1.69
3470,TSY,WRR,2830,3.67
3471,TSY,TMC,2143,2.6
3472,TSY,KBX,1917,2.48
3473,TSY,LMU,1479,1.97
3474,TSY,KSX,2821,3.54
3475,TSY,PKU,3194,4.04
3476,TSY,AGD,2025,2.61
3477,TSY,LBJ,974,1.2
3478,TSY,TTE,3617,4.71
3479,TSY,SRG,307,0.37
3480,TSY,GLX,1177,1.53
3481,TSY,NPO,1934,2.34
3482,TSY,SMQ,3106,3.81
3483,TSY,TJS,2915,3.69
3484,TSY,UOL,998,1.27
3485,TSY,LLO,1593,1.96
3486,TSY,RTU,1882,2.44
3487,TSY,TFY,1481,1.8
3488,TSY,DJJ,1610,2.05
3489,TSY,NTX,545,0.71
3490,TSY,RTG,2306,2.8
3491,TSY,KLK,1879,2.34
3492,TSY,FOO,3691,4.72
3493,TSY,ABU,2346,2.87
3494,TSY,PSU,300,0.4
3495,TSY,AAP,2210,2.78
3496,TSY,CJN,1468,1.84
3497,TSY,NRE,1467,1.91
3498,TSY,AKQ,2388,2.96
3499,TSY,SBG,759,0.95
3500,TSY,PKN,2395,2.89
3501,ATS,TMC,2082,2.51
3502,ATS,PSJ,620,0.8
3503,ATS,WMX,1495,1.87
3504,ATS,TKG,1063,1.37
3505,ATS,TJG,1118,1.47
3506,ATS,TFY,2929,3.89
3507,ATS,PWL,240,0.29
3508,ATS,IUL,3222,4.28
3509,ATS,DOB,2106,2.48
3510,ATS,PKY,439,0.59
3511,ATS,MOH,2495,2.94
3512,ATS,NKD,3167,4.17
3513,ATS,MSA,1375,1.75
3514,ATS,ENE,2921,3.73
3515,ATS,BKS,1038,1.26
3516,ATS,GYO,1590,1.9
3517,ATS,BJK,2384,3.0
3518,ATS,SHE,1733,2.12
3519,ATS,PLM,1266,1.58
3520,ATS,BIK,1434,1.85
3521,ATS,TRT,3191,4.0
3522,ATS,OTI,2495,3.07
3523,ATS,BTO,2883,3.75
3524,ATS,AKQ,2097,2.72
3525,ATS,RAQ,2175,2.85
3526,ATS,LLO,254,0.31
3527,ATS,SOC,2650,3.31
3528,ATS,TBX,3175,4.05
3529,ATS,LBJ,2831,3.75
3530,ATS,DJJ,954,1.27
3531,ATS,UPG,3236,3.96
3532,ATS,RTG,2797,3.53
3533,ATS,RDE,2794,3.38
3534,ATS,LBW,1986,2.48
3535,ATS,SOQ,513,0.62
3536,ATS,AAS,3664,4.85
3537,ATS,HLP,3268,4.22
3538,ATS,BPN,1939,2.5
3539,ATS,MOF,2309,2.8
3540,ATS,LUW,3387,4.24
3541,ATS,TJQ,2225,2.81
3542,ATS,INX,770,1.02
3543,ATS,MEQ,665,0.86
3544,ATS,AXO,2968,3.82
3545,ATS,GNS,668,0.82
3546,ATS,ZRM,490,0.65
3547,ATS,KEQ,1361,1.67
3548,ATS,DEX,496,0.62
3549,ATS,CGK,2295,3.06
3550,ATS,WAR,720,0.93
3551,BTW,LPU,1889,2.31
3552,BTW,NDA,2026,2.56
3553,BTW,PPR,841,1.0
3554,BTW,BTJ,1276,1.54
3555,BTW,AGD,3004,3.7
3556,BTW,NTI,3114,3.67
3557,BTW,BWX,935,1.11
3558,BTW,PKU,2148,2.61
3559,BTW,UPG,2172,2.66
3560,BTW,MDP,1954,2.3
3561,BTW,AMQ,360,0.43
3562,BTW,LAH,1977,2.49
3563,BTW,DJJ,499,0.66
3564,BTW,UGU,1254,1.6
3565,BTW,KEQ,2091,2.71
3566,BTW,TKG,444,0.54
3567,BTW,LBW,2271,3.0
3568,BTW,UBR,1345,1.6
3569,BTW,GTO,3324,4.03
3570,BTW,ELR,1057,1.32
3571,BTW,KNO,2522,3.11
3572,BTW,MKW,3454,4.61
3573,BTW,SIW,3580,4.37
3574,BTW,PSU,3101,3.76
3575,BTW,MLG,2922,3.85
3576,BTW,SEQ,1745,2.12
3577,BTW,TRT,840,1.01
3578,BTW,AYW,2844,3.67
3579,BTW,YIA,2640,3.12
3580,BTW,BXB,2583,3.19
3581,BTW,LSE,266,0.35
3582,BTW,LMU,306,0.4
3583,BTW,LUV,2923,3.7
3584,BTW,MSA,2903,3.83
3585,BTW,FLZ,905,1.14
3586,BTW,LKA,2491,2.98
3587,BTW,MTW,649,0.8
3588,BTW,AAP,2474,3.19
3589,BTW,SQG,454,0.58
3590,BTW,TPK,2907,3.45
3591,BTW,GEB,497,0.59
3592,BTW,DPS,2458,3.1
3593,BTW,SIQ,978,1.3
3594,BTW,TMC,1330,1.7
3595,BTW,KEI,600,0.73
3596,BTW,CGK,1478,1.94
3597,BTW,SKO,990,1.24
3598,BTW,PSJ,1225,1.61
3599,BTW,FOO,3231,4.09
3600,BTW,ATS,246,0.3
3601,MTW,KSX,696,0.91
3602,MTW,SOC,3094,4.04
3603,MTW,TJC,3227,4.1
3604,MTW,KLP,1130,1.49
3605,MTW,WMX,714,0.87
3606,MTW,KSR,1503,1.94
3607,MTW,BUW,983,1.24
3608,MTW,BXB,3659,4.75
3609,MTW,LKA,2385,2.87
3610,MTW,AAP,2856,3.45
3611,MTW,LAH,2934,3.79
3612,MTW,AYW,2461,3.03
3613,MTW,CBN,1713,2.04
3614,MTW,BXM,3183,3.94
3615,MTW,ILG,3243,4.16
3616,MTW,PLW,1159,1.38
3617,MTW,IUL,229,0.3
3618,MTW,TMY,974,1.28
3619,MTW,LHI,2014,2.5
3620,MTW,HMS,2177,2.81
3621,MTW,KJX,1398,1.8
3622,MTW,BTO,398,0.53
3623,MTW,BMU,360,0.45
3624,MTW,BJW,1191,1.49
3625,MTW,PKY,518,0.64
3626,MTW,SUB,2900,3.64
3627,MTW,MPC,2437,2.9
