id,origin,destination,depart_date,best_price
4559,MDC,KBU,2023-02-06,2157330.0
4560,TKG,AMQ,2023-02-27,2236130.0
4561,HMS,LLN,2023-02-16,2301400.0
4562,SUB,BPN,2023-02-18,2406350.0
4563,TTE,GHS,2023-02-05,2406350.0
4564,SKO,BRG,2023-02-14,3255330.0
4565,LYK,BRG,2023-02-22,3255330.0
4566,LLO,JIO,2023-02-03,3255330.0
4567,SHE,TJS,2023-02-13,3255330.0
4568,RUF,KMR,2023-02-12,3255330.0
4569,SBG,BUW,2023-02-23,3509550.0
4570,SUP,TBX,2023-02-17,3640930.0
4571,CXP,SUP,2023-03-09,1774080.0
4572,KSX,BXB,2023-03-28,2044880.0
4573,WAR,LSE,2023-03-26,2044880.0
4574,BWX,PDG,2023-03-12,2044880.0
4575,ENE,PSU,2023-03-25,2044880.0
4576,SQN,OJU,2023-03-07,2077330.0
4577,LLO,DJB,2023-03-06,2103800.0
4578,KLP,TBX,2023-03-04,2103800.0
4579,KWB,ABU,2023-03-08,2103800.0
4580,TTR,KBX,2023-03-10,2103800.0
4581,BXT,SKJ,2023-03-11,2103800.0
4582,AGD,SQG,2023-03-17,2103800.0
4583,BRG,TXE,2023-03-16,2103800.0
4584,TPK,MNA,2023-03-15,2103800.0
4585,TJC,PLM,2023-03-03,2103800.0
4586,MAL,NTX,2023-03-24,2103800.0
4587,LLO,PPR,2023-03-02,2103800.0
4588,BTO,ELR,2023-03-01,2103800.0
4589,KLK,DTB,2023-03-05,2157330.0
4590,OTI,TJC,2023-03-20,2157330.0
4591,RAQ,BWX,2023-03-29,2406350.0
4592,WET,MRB,2023-03-30,2406350.0
4593,LMU,BJG,2023-03-18,2406350.0
4594,AKQ,SKJ,2023-03-19,2406350.0
4595,RTG,PCB,2023-03-27,3309730.0
4596,TJG,KRC,2023-03-31,3345350.0
4597,SUP,TMH,2023-03-14,3509550.0
4598,MSA,GAV,2023-03-21,3509550.0
4599,NNX,TMB,2023-03-23,3509550.0
4600,ELR,ARD,2023-03-22,3509550.0
4601,RKI,SBG,2023-03-13,3529430.0
4602,KXB,TJS,2023-04-16,2248080.0
4603,NKD,PDG,2023-04-30,2248080.0
4604,ENE,SIQ,2023-04-15,2507780.0
4605,KSR,ENE,2023-04-25,2573280.0
4606,TJC,BNE,2023-04-03,2573280.0
4607,RTG,GEB,2023-04-05,2573280.0
4608,NTI,BTJ,2023-04-27,2573280.0
4609,AGD,MOA,2023-04-06,2573280.0
4610,RGT,LMU,2023-04-28,2573280.0
4611,TJS,DUM,2023-04-08,2573280.0
4612,TRK,DTD,2023-04-04,2605730.0
4613,LBW,BEJ,2023-04-09,2632200.0
4614,ONI,RGT,2023-04-07,2632200.0
4615,TMC,JBB,2023-04-24,2639880.0
4616,SNX,ENE,2023-04-11,2685630.0
4617,KSX,DTB,2023-04-10,2764430.0
4618,TMX,WRR,2023-04-19,2767600.0
4619,KLK,SOC,2023-04-26,2767600.0
4620,PGK,KNG,2023-04-29,2767600.0
4621,DUM,LSE,2023-04-01,2934650.0
4622,GYO,WAR,2023-04-12,2934650.0
4623,LYK,LBW,2023-04-13,2934650.0
4624,PKY,AAS,2023-04-17,3092350.0
4625,GEB,MEQ,2023-04-18,3092350.0
4626,MNA,LSW,2023-04-14,3161830.0
4627,AXO,NAM,2023-04-20,3674950.0
4628,JKT,TMC,2023-04-21,3674950.0
4629,NPO,GYO,2023-04-22,3674950.0
4630,MOH,MAL,2023-04-23,3694830.0
4631,TJC,MLG,2023-04-02,3694830.0
4632,FLZ,RGT,2023-05-28,2236980.0
4633,CJN,KBU,2023-05-16,2236980.0
4634,AMQ,PXA,2023-05-30,2236980.0
4635,JOG,ILG,2023-05-01,2248080.0
4636,LKA,LSW,2023-05-14,2302380.0
4637,SWQ,BXT,2023-05-24,2302380.0
4638,RTG,MDC,2023-05-25,2302380.0
4639,TMX,NAH,2023-05-21,2302380.0
4640,OKL,SQN,2023-05-06,2505580.0
4641,GYO,SWQ,2023-05-08,2505580.0
4642,MAP,BMU,2023-05-20,2505580.0
4643,BXM,JBB,2023-05-13,2573280.0
4644,LSE,MAL,2023-05-15,2573280.0
4645,MOA,NBX,2023-05-19,2573280.0
4646,MLG,DUM,2023-05-05,2573280.0
4647,TJQ,TRK,2023-05-09,2632200.0
4648,TSY,SIQ,2023-05-12,2632200.0
4649,RGT,BXB,2023-05-17,2632200.0
4650,PSJ,TMB,2023-05-18,2632200.0
4651,AXO,INX,2023-05-02,2632200.0
4652,LWE,KNO,2023-05-22,2632200.0
4653,SRG,RSK,2023-05-26,2869250.0
4654,BJG,BXD,2023-05-10,2934650.0
4655,WET,SOC,2023-05-04,2934650.0
4656,CBN,AKQ,2023-05-07,3674950.0
4657,SKJ,OTI,2023-05-31,3694830.0
4658,TSY,KNO,2023-05-03,3780000.0
4659,BXD,AKQ,2023-05-23,3780000.0
4660,NTI,MOA,2023-06-04,2302380.0
4661,TMB,MTW,2023-06-03,2302380.0
4662,KBU,MKW,2023-06-01,2370180.0
4663,LUV,LSR,2023-06-30,2376780.0
4664,NBX,ZRM,2023-06-08,2440080.0
4665,TIM,GYO,2023-06-07,2440080.0
4666,BJW,GHS,2023-06-19,2505580.0
4667,LOP,BXT,2023-06-25,2505580.0
4668,AHI,LKA,2023-06-22,2505580.0
4669,KEQ,AAP,2023-06-14,2505580.0
4670,EWI,RAQ,2023-06-11,2505580.0
4671,MAP,HMS,2023-06-18,2507780.0
4672,AGD,TJS,2023-06-26,2507780.0
4673,AYW,JOG,2023-06-02,2573280.0
4674,KOX,BPN,2023-06-09,2632200.0
4675,OKQ,GLX,2023-06-13,2632200.0
4676,TRK,WNI,2023-06-12,2685630.0
4677,NNX,AXO,2023-06-28,2778150.0
4678,AGD,BPN,2023-06-21,2778150.0
4679,TTE,ELR,2023-06-15,2934650.0
4680,WRR,PSJ,2023-06-27,3674950.0
4681,GNS,PGK,2023-06-24,3674950.0
4682,ABU,LSW,2023-06-23,3674950.0
4683,LLO,BTH,2023-06-20,3674950.0
4684,GLX,LSW,2023-06-29,3674950.0
4685,SRG,TNJ,2023-06-10,3674950.0
4686,MTW,WUB,2023-06-16,3780000.0
4687,BTW,NAM,2023-01-14,956781.0
4688,WNI,LUW,2023-01-21,956781.0
4689,AMQ,RTG,2023-01-28,1012281.0
4690,PKN,SAU,2023-01-26,1117250.0
4691,PKN,BJK,2023-01-27,1117250.0
4692,MDC,SBG,2023-01-24,1117250.0
4693,ZEG,SKO,2023-01-25,1117250.0
4694,SKJ,AXO,2023-01-09,1117250.0
4695,BTW,KMR,2023-01-29,1117250.0
4696,AXO,MOA,2023-01-30,1117250.0
4697,PWL,JIO,2023-01-11,1117250.0
4698,PKU,BJK,2023-01-12,1117250.0
4699,PPJ,DTD,2023-01-31,1117250.0
4700,BUI,SBG,2023-01-10,1117250.0
4701,CXP,TIM,2023-01-15,1117250.0
4702,BTH,PGK,2023-01-16,1117250.0
4703,TTE,JOG,2023-01-13,1117250.0
4704,WSR,TRT,2023-01-19,1117250.0
4705,SOQ,SIQ,2023-01-17,1117250.0
4706,TNJ,RDE,2023-01-18,1117250.0
4707,LHI,MAP,2023-01-22,1117250.0
4708,UPG,GEB,2023-01-23,1117250.0
4709,SHE,RTI,2023-01-20,1117250.0
4710,SBG,KEI,2023-01-07,1177671.0
4711,PSU,LPU,2023-01-01,1312650.0
4712,ONI,MLG,2023-01-04,1344171.0
4713,NRE,JKT,2023-01-05,1344171.0
4714,PPJ,DOB,2023-01-02,1344171.0
4715,CJN,LSW,2023-01-03,1344171.0
4716,MOF,CGK,2023-01-08,1344171.0
4717,TPK,MAP,2023-01-06,1344171.0
4718,JKT,CPF,2023-02-04,901281.0
4719,SKO,MLG,2023-02-11,901281.0
4720,LMU,TIM,2023-02-17,1117250.0
4721,LHI,PPR,2023-02-16,1117250.0
4722,LLN,MOF,2023-02-15,1117250.0
4723,FKQ,KTG,2023-02-14,1117250.0
4724,MOA,WMX,2023-02-19,1117250.0
4725,TMC,WGP,2023-02-18,1117250.0
4726,LLG,LBJ,2023-02-20,1117250.0
4727,BXM,KOX,2023-02-24,1117250.0
4728,TJB,SEQ,2023-02-02,1117250.0
4729,BDO,TJB,2023-02-23,1117250.0
4730,RSK,KJX,2023-02-01,1117250.0
4731,JOG,BUI,2023-02-22,1117250.0
4732,GLX,INX,2023-02-21,1117250.0
4733,SNX,RDE,2023-02-06,1117250.0
4734,UPG,LLG,2023-02-28,1117250.0
4735,PGK,AXO,2023-02-05,1117250.0
4736,MPC,MPC,2023-02-27,1117250.0
4737,MDC,LLG,2023-02-26,1117250.0
4738,TMY,SMQ,2023-02-25,1117250.0
4739,ATS,BTW,2023-02-03,1117250.0
4740,TJB,BDO,2023-02-09,1117250.0
4741,ABU,PKY,2023-02-08,1117250.0
4742,PPJ,BWX,2023-02-07,1117250.0
4743,JBB,BKS,2023-02-13,1117250.0
4744,DTB,MDP,2023-02-12,1117250.0
4745,MRB,MXB,2023-02-10,1117250.0
4746,PLM,WMX,2023-03-29,734211.0
4747,AEG,KNG,2023-03-25,734211.0
4748,LOP,BJK,2023-03-30,737711.0
4749,PLM,MKW,2023-03-07,1123281.0
4750,ENE,LBW,2023-03-06,1123281.0
4751,TMY,ATS,2023-03-28,1123281.0
4752,RTI,TJC,2023-03-27,1123281.0
4753,OJU,DJJ,2023-03-05,1123281.0
4754,DRH,RSK,2023-03-04,1123281.0
4755,TLI,SUP,2023-03-26,1123281.0
4756,KMR,WAR,2023-03-09,1123281.0
4757,RAQ,RSK,2023-03-08,1123281.0
4758,AEG,LII,2023-03-10,1123281.0
4759,GEB,AAP,2023-03-31,1123281.0
4760,LLG,RKI,2023-03-14,1123281.0
4761,FKQ,PPR,2023-03-13,1123281.0
4762,ELR,KTG,2023-03-12,1123281.0
4763,LBW,SKO,2023-03-11,1123281.0
4764,LSW,KAZ,2023-03-18,1123281.0
4765,KRC,NNX,2023-03-17,1123281.0
4766,SIW,SAU,2023-03-16,1123281.0
4767,OTI,BEJ,2023-03-15,1123281.0
4768,KOX,ILG,2023-03-19,1123281.0
4769,TLI,SIW,2023-03-21,1123281.0
4770,GNS,SHE,2023-03-20,1123281.0
4771,WUB,LII,2023-03-03,1123281.0
4772,MKW,MKF,2023-03-02,1123281.0
4773,TMB,ONI,2023-03-24,1123281.0
4774,KBU,KWB,2023-03-01,1123281.0
4775,TJS,OKL,2023-03-23,1123281.0
4776,BTW,BXD,2023-03-22,1123281.0
4777,SEQ,KWB,2023-04-27,628391.0
4778,DPS,ARD,2023-04-28,628391.0
4779,DRH,MOH,2023-04-29,628391.0
4780,KEI,ABU,2023-04-01,737711.0
4781,AMQ,ELR,2023-04-30,737711.0
4782,SHE,KBU,2023-04-25,739391.0
4783,SIW,TPK,2023-04-26,739391.0
4784,MES,RTG,2023-04-24,794891.0
4785,CGK,KOE,2023-04-16,1347671.0
4786,BEJ,LLG,2023-04-17,1347671.0
4787,TTR,PKY,2023-04-18,1347671.0
4788,TMB,BXT,2023-04-19,1347671.0
4789,BTJ,BDJ,2023-04-23,1347671.0
4790,PCB,EWE,2023-04-02,1347671.0
4791,SXK,KOD,2023-04-03,1347671.0
4792,LYK,GYO,2023-04-04,1347671.0
4793,MKF,GAV,2023-04-20,1347671.0
4794,SQN,LWE,2023-04-21,1347671.0
4795,KNG,BTO,2023-04-22,1347671.0
4796,RPI,PKU,2023-04-09,1347671.0
4797,LBJ,SEQ,2023-04-05,1347671.0
4798,TMB,MDP,2023-04-06,1347671.0
4799,DRH,BUI,2023-04-07,1347671.0
4800,PCB,BTH,2023-04-08,1347671.0
4801,FKQ,MKW,2023-04-12,1347671.0
4802,DEX,MAP,2023-04-13,1347671.0
4803,BTH,GLX,2023-04-14,1347671.0
4804,BXM,BXT,2023-04-15,1347671.0
4805,KSR,SEQ,2023-04-10,1347671.0
4806,DOB,AYW,2023-04-11,1347671.0
4807,SIW,HLP,2023-05-06,737711.0
4808,DJB,AMQ,2023-05-02,737711.0
4809,BIK,PCB,2023-05-28,1347671.0
4810,RTI,BIK,2023-05-07,1347671.0
4811,MKQ,KOD,2023-05-29,1347671.0
4812,KOX,RUF,2023-05-08,1347671.0
4813,PLW,LAH,2023-05-09,1347671.0
4814,SKO,MTW,2023-05-13,1347671.0
4815,HLP,KDI,2023-05-14,1347671.0
4816,PXA,ILG,2023-05-15,1347671.0
4817,MNA,YIA,2023-05-16,1347671.0
4818,GAV,MRB,2023-05-31,1347671.0
4819,TMX,CBN,2023-05-10,1347671.0
4820,KWB,CPF,2023-05-11,1347671.0
4821,DJB,UOL,2023-05-12,1347671.0
4822,JBB,MSA,2023-05-30,1347671.0
4823,LYK,DJB,2023-05-17,1347671.0
4824,WAR,CBN,2023-05-18,1347671.0
4825,WUB,SMQ,2023-05-19,1347671.0
4826,AYW,TBX,2023-05-24,1347671.0
4827,BTH,TMY,2023-05-03,1347671.0
4828,LMU,KJT,2023-05-25,1347671.0
4829,AXO,TIM,2023-05-26,1347671.0
4830,KWB,KMR,2023-05-04,1347671.0
4831,SNX,GTO,2023-05-27,1347671.0
4832,BDO,KOD,2023-05-05,1347671.0
4833,MRB,IUL,2023-05-20,1347671.0
4834,ONI,LSE,2023-05-21,1347671.0
4835,TNJ,KLK,2023-05-22,1347671.0
4836,PKN,LSR,2023-05-23,1347671.0
4837,BXD,MDP,2023-05-01,1347671.0
4838,LSW,BNE,2023-06-19,1126781.0
4839,NTX,TIM,2023-06-26,1126781.0
4840,NBX,KRC,2023-06-04,1126781.0
4841,DTD,KAZ,2023-06-25,1126781.0
4842,BKS,WUB,2023-06-03,1126781.0
4843,NTI,BXB,2023-06-06,1126781.0
4844,KBX,ZRM,2023-06-28,1126781.0
4845,CJN,SOC,2023-06-27,1126781.0
4846,CBN,LAH,2023-06-05,1126781.0
4847,WGP,PPR,2023-06-22,1126781.0
4848,MAL,MOF,2023-06-21,1126781.0
4849,UPG,LLO,2023-06-02,1126781.0
4850,KNO,WAR,2023-06-24,1126781.0
4851,AKM,SRG,2023-06-23,1126781.0
4852,NDA,SKO,2023-06-01,1126781.0
4853,GTO,MDP,2023-06-20,1126781.0
4854,KWB,ONI,2023-06-08,1126781.0
4855,TMC,LYK,2023-06-29,1126781.0
4856,BPN,TLI,2023-06-07,1126781.0
4857,SBG,OJU,2023-06-09,1126781.0
4858,TJB,INX,2023-06-15,1126781.0
4859,ELR,KBF,2023-06-14,1126781.0
4860,GNS,EWI,2023-06-17,1126781.0
4861,KEI,BUW,2023-06-11,1126781.0
4862,SUB,FKQ,2023-06-10,1126781.0
4863,MKQ,ATS,2023-06-13,1126781.0
4864,PGK,WSR,2023-06-12,1126781.0
4865,ZRM,MJU,2023-06-18,1243871.0
4866,TJQ,PKY,2023-06-16,1347671.0
4867,MKF,BEJ,2023-06-30,1347671.0
4868,DOB,DUM,2023-01-04,612680.0
4869,KOX,RDE,2023-01-03,612680.0
4870,SIW,RSK,2023-01-08,650380.0
4871,TRK,BNE,2023-01-09,650380.0
4872,TJC,PKU,2023-01-10,650380.0
4873,RAQ,PCB,2023-01-05,688180.0
4874,KBU,BIK,2023-01-24,688180.0
4875,MXB,DRH,2023-01-02,688180.0
4876,LLN,JOG,2023-01-06,688180.0
4877,BWX,BNE,2023-01-07,688180.0
4878,BPN,TJG,2023-01-18,688180.0
4879,BXG,MRB,2023-01-22,688180.0
4880,MKW,PCB,2023-01-01,688180.0
4881,PSU,TMX,2023-01-26,703479.0
4882,LWE,BPN,2023-01-27,703479.0
4883,KJX,PPJ,2023-01-25,703479.0
4884,SKJ,IUL,2023-01-28,703479.0
4885,ONI,TBX,2023-01-29,703479.0
4886,PKU,SQG,2023-01-30,703479.0
4887,MAP,AKM,2023-01-11,703479.0
4888,BXT,PSJ,2023-01-12,703479.0
4889,LPU,SXK,2023-01-31,703479.0
4890,CPF,MKF,2023-01-15,703479.0
4891,PGK,TMH,2023-01-16,703479.0
4892,MOA,KSX,2023-01-13,703479.0
4893,TRT,OKQ,2023-01-14,703479.0
4894,CXP,IUL,2023-01-19,703479.0
4895,LAH,LYK,2023-01-17,703479.0
4896,NAH,YIA,2023-01-23,703479.0
4897,JKT,TMH,2023-01-20,724780.0
4898,BJK,WMX,2023-01-21,724780.0
4899,NDA,MOA,2023-02-02,650380.0
4900,RTG,SMQ,2023-02-07,650380.0
4901,NAH,NAM,2023-02-17,688180.0
4902,JBB,TNJ,2023-02-16,688180.0
4903,BUW,TXE,2023-02-15,688180.0
4904,AXO,PPR,2023-02-14,688180.0
4905,KOE,PSU,2023-02-19,688180.0
4906,AHI,TMH,2023-02-18,688180.0
4907,SQN,BIK,2023-02-20,688180.0
4908,LAH,PKU,2023-02-24,688180.0
4909,ILG,TFY,2023-02-23,688180.0
4910,SQG,MNA,2023-02-01,688180.0
4911,TRK,ELR,2023-02-22,688180.0
4912,LOP,SXK,2023-02-21,688180.0
4913,BTO,WUB,2023-02-06,688180.0
4914,ENE,TTE,2023-02-28,688180.0
4915,BEJ,SBG,2023-02-27,688180.0
4916,ABY,TMH,2023-02-26,688180.0
4917,INX,SKJ,2023-02-04,688180.0
4918,KDI,RAQ,2023-02-03,688180.0
4919,BXW,BXD,2023-02-25,688180.0
4920,LLN,NRE,2023-02-09,688180.0
4921,AGD,CGK,2023-02-08,688180.0
4922,KSX,DTD,2023-02-13,688180.0
4923,LYK,NTX,2023-02-12,688180.0
4924,UGU,UBR,2023-02-11,688180.0
4925,MKQ,MJU,2023-02-10,688180.0
4926,DEX,GAV,2023-02-05,703479.0
4927,BJK,MES,2023-03-06,724780.0
4928,LUV,BTW,2023-03-05,724780.0
4929,KJT,LSE,2023-03-04,724780.0
4930,OKQ,WRR,2023-03-09,724780.0
4931,LII,WASS,2023-03-08,724780.0
4932,PLW,JBB,2023-03-10,724780.0
4933,BXD,DRH,2023-03-11,724780.0
4934,MOF,RTU,2023-03-16,724780.0
4935,TTE,LWE,2023-03-03,724780.0
4936,LSW,KMR,2023-03-02,724780.0
4937,MDP,LSW,2023-03-01,724780.0
4938,SWQ,TBX,2023-03-22,724780.0
4939,UBR,LUW,2023-03-29,740109.0
4940,BTH,LWE,2023-03-07,740109.0
4941,PKY,AAP,2023-03-28,740109.0
4942,LUV,NBX,2023-03-27,740109.0
4943,RKI,AKQ,2023-03-26,740109.0
4944,BJG,DOB,2023-03-31,740109.0
4945,FLZ,LWE,2023-03-30,740109.0
4946,RGT,MDC,2023-03-14,740109.0
4947,ILG,BEJ,2023-03-13,740109.0
4948,TTE,TMH,2023-03-12,740109.0
4949,MRB,MOH,2023-03-18,740109.0
4950,TNB,GYO,2023-03-17,740109.0
4951,KMR,NAH,2023-03-15,740109.0
4952,LMU,TSY,2023-03-19,740109.0
4953,KOD,LLG,2023-03-21,740109.0
4954,RJM,BTJ,2023-03-20,740109.0
4955,RJM,DOB,2023-03-25,740109.0
4956,LKA,ZRM,2023-03-24,740109.0
4957,PLM,KNO,2023-03-23,740109.0
4958,TPK,MRB,2023-04-15,724780.0
4959,LYK,BPN,2023-04-16,743609.0
4960,PKY,DEX,2023-04-17,743609.0
4961,SRG,NTI,2023-04-18,743609.0
4962,TJG,KEQ,2023-04-19,743609.0
4963,DUM,PKY,2023-04-01,743609.0
4964,TFY,MXB,2023-04-23,743609.0
4965,TJS,ZRI,2023-04-02,743609.0
4966,JOG,WASS,2023-04-24,743609.0
4967,RUF,ARD,2023-04-03,743609.0
4968,ARD,AKM,2023-04-25,743609.0
4969,KOX,LSE,2023-04-04,743609.0
4970,NKD,BXW,2023-04-26,743609.0
4971,WET,LUW,2023-04-22,743609.0
4972,MXB,LWE,2023-04-09,743609.0
4973,RPI,LSW,2023-04-27,743609.0
4974,WASS,NTX,2023-04-05,743609.0
4975,WAR,ENE,2023-04-06,743609.0
4976,BTH,BTH,2023-04-28,743609.0
4977,ZRM,LYK,2023-04-07,743609.0
4978,ZRI,LII,2023-04-29,743609.0
4979,ENE,UGU,2023-04-08,743609.0
4980,SQG,ONI,2023-04-12,743609.0
4981,TNJ,PXA,2023-04-13,743609.0
4982,LUW,LYK,2023-04-14,743609.0
4983,BTJ,DEX,2023-04-30,743609.0
4984,KOE,JIO,2023-04-10,743609.0
4985,MTW,KNO,2023-04-11,743609.0
4986,JIO,DPS,2023-04-20,781349.0
4987,KEQ,LKA,2023-04-21,781349.0
4988,CJN,CXP,2023-05-06,742600.0
4989,BXM,ZRI,2023-05-29,742600.0
4990,ONI,SUP,2023-05-07,742600.0
4991,ZEG,HLP,2023-05-08,742600.0
4992,SQG,ELR,2023-05-09,742600.0
4993,LLO,TKG,2023-05-13,742600.0
4994,BXT,RTU,2023-05-14,742600.0
4995,AMQ,MES,2023-05-16,742600.0
4996,WMX,MJU,2023-05-31,742600.0
4997,SQN,LBJ,2023-05-10,742600.0
4998,KOE,PCB,2023-05-11,742600.0
4999,TIM,LSW,2023-05-12,742600.0
5000,PGK,SUP,2023-05-30,742600.0
5001,SIQ,WGP,2023-05-17,742600.0
5002,DTB,LYK,2023-05-18,742600.0
5003,KJX,AAS,2023-05-19,742600.0
5004,SEQ,MEQ,2023-05-02,742600.0
5005,DUM,TRK,2023-05-24,742600.0
5006,TSY,RDE,2023-05-03,742600.0
5007,WET,TTR,2023-05-25,742600.0
5008,LAH,KAZ,2023-05-26,742600.0
5009,SWQ,WMX,2023-05-05,742600.0
5010,DUM,MXB,2023-05-27,742600.0
5011,TMY,SIW,2023-05-20,742600.0
5012,CJN,TMY,2023-05-21,742600.0
5013,BXB,WSR,2023-05-22,742600.0
5014,JBB,CJN,2023-05-23,742600.0
5015,SQG,TIM,2023-05-01,742600.0
5016,LMU,TRK,2023-05-15,743609.0
5017,UBR,TNB,2023-05-04,743609.0
5018,NKD,JBB,2023-05-28,849044.0
5019,BTH,BXT,2023-06-19,742600.0
5020,BDO,TKG,2023-06-18,742600.0
5021,BWX,TFY,2023-06-04,742600.0
5022,MNA,MXB,2023-06-25,742600.0
5023,CJN,PWL,2023-06-03,742600.0
5024,MOF,MAL,2023-06-28,742600.0
5025,KWB,PCB,2023-06-06,742600.0
5026,AKQ,KDI,2023-06-27,742600.0
5027,JOG,SQG,2023-06-05,742600.0
5028,KWB,AMQ,2023-06-22,742600.0
5029,DTD,LYK,2023-06-21,742600.0
5030,MLG,NRE,2023-06-24,742600.0
5031,BTH,PCB,2023-06-02,742600.0
5032,KSX,SUP,2023-06-01,742600.0
5033,TMB,WET,2023-06-23,742600.0
5034,RKI,SIW,2023-06-20,742600.0
5035,LSR,AEG,2023-06-08,742600.0
5036,ONI,BJW,2023-06-29,742600.0
5037,PKN,TRT,2023-06-07,742600.0
5038,SQG,BTJ,2023-06-09,742600.0
5039,DPS,LSR,2023-06-15,742600.0
5040,MOF,WSR,2023-06-14,742600.0
5041,GLX,WNI,2023-06-17,742600.0
5042,SAU,SMQ,2023-06-16,742600.0
5043,BRG,PXA,2023-06-11,742600.0
5044,KSR,SNX,2023-06-10,742600.0
5045,TMB,DUM,2023-06-13,742600.0
5046,RGT,LLG,2023-06-12,742600.0
5047,TJQ,PSJ,2023-06-30,742600.0
5048,BXB,UBR,2023-06-26,743609.0
5049,WNI,SUP,2023-01-01,676230.0
5050,RKI,BWX,2023-01-08,695457.0
5051,TKG,SIQ,2023-01-04,729530.0
5052,NRE,PLM,2023-01-05,729530.0
5053,SAU,PSJ,2023-01-02,729530.0
5054,NTI,SAU,2023-01-26,749847.0
5055,UOL,PSJ,2023-01-27,749847.0
5056,DRH,TFY,2023-01-25,749847.0
5057,GHS,PKN,2023-01-28,749847.0
5058,TMH,YIA,2023-01-29,749847.0
5059,JBB,MOA,2023-01-11,749847.0
5060,KOD,DPS,2023-01-12,749847.0
5061,MKF,ZRI,2023-01-31,749847.0
5062,NDA,BXB,2023-01-10,749847.0
5063,BTJ,LSR,2023-01-15,749847.0
5064,TTE,LPU,2023-01-16,749847.0
5065,MAP,FOO,2023-01-13,749847.0
5066,LBW,SRG,2023-01-14,749847.0
5067,NNX,AGD,2023-01-19,749847.0
5068,UGU,ZEG,2023-01-18,749847.0
5069,LLN,HLP,2023-01-22,749847.0
5070,PXA,TJQ,2023-01-23,749847.0
5071,AYW,RJM,2023-01-20,750150.0
5072,NAM,WRR,2023-01-21,750150.0
5073,BUI,IUL,2023-01-03,764000.0
5074,TTE,AEG,2023-01-06,764000.0
5075,RSK,UBR,2023-01-24,770676.0
5076,WAR,BUI,2023-01-30,770676.0
5077,SQN,KMR,2023-01-07,785030.0
5078,KSX,TJG,2023-01-17,825066.0
5079,TRT,SIW,2023-01-09,894930.0
5080,ABU,GAV,2023-02-25,710502.0
5081,SHE,RUF,2023-02-11,710502.0
5082,SHE,KDI,2023-02-17,770676.0
5083,SAU,MLG,2023-02-16,770676.0
5084,TXE,BUI,2023-02-15,770676.0
5085,HLP,FKQ,2023-02-14,770676.0
5086,UGU,AXO,2023-02-19,770676.0
5087,SIQ,NDA,2023-02-18,770676.0
5088,BDO,TJS,2023-02-20,770676.0
5089,SKO,SXK,2023-02-24,770676.0
5090,TJQ,BDO,2023-02-01,770676.0
5091,BTJ,BTO,2023-02-23,770676.0
5092,LHI,RUF,2023-02-22,770676.0
5093,PPR,SBG,2023-02-21,770676.0
5094,MOH,SUP,2023-02-06,770676.0
5095,NTI,RTI,2023-02-28,770676.0
5096,KEI,KJT,2023-02-05,770676.0
5097,ABU,JBB,2023-02-27,770676.0
5098,NTI,DTB,2023-02-26,770676.0
5099,KSR,WASS,2023-02-04,770676.0
5100,BTO,LII,2023-02-09,770676.0
5101,KMR,TKG,2023-02-08,770676.0
5102,MAL,EWE,2023-02-07,770676.0
5103,KBU,BXW,2023-02-13,770676.0
5104,PGK,TRK,2023-02-12,770676.0
5105,ZEG,MJU,2023-02-10,770676.0
5106,MKQ,RDE,2023-02-02,825066.0
5107,LII,WSR,2023-02-03,825066.0
5108,KBX,KBX,2023-03-29,695457.0
5109,MES,OKQ,2023-03-28,695457.0
5110,ONI,AKM,2023-03-27,695457.0
5111,SUB,KAZ,2023-03-26,695457.0
5112,MJU,GLX,2023-03-31,695457.0
5113,LBW,SAU,2023-03-30,695457.0
5114,BIK,KOX,2023-03-25,695457.0
5115,BJK,AKQ,2023-03-24,695457.0
5116,WAR,TTE,2023-03-23,710502.0
5117,BJK,SXK,2023-03-07,770676.0
5118,TJC,TNJ,2023-03-06,770676.0
5119,DJJ,IUL,2023-03-05,770676.0
5120,NDA,PKN,2023-03-04,770676.0
5121,KEI,DTD,2023-03-09,770676.0
5122,BPN,NRE,2023-03-08,770676.0
5123,RPI,RPI,2023-03-10,770676.0
5124,MKQ,BXD,2023-03-14,770676.0
5125,LAH,BTJ,2023-03-13,770676.0
5126,DEX,RUF,2023-03-12,770676.0
5127,GNS,SUP,2023-03-11,770676.0
5128,GHS,MKF,2023-03-18,770676.0
5129,LBW,CXP,2023-03-17,770676.0
5130,KOE,TPK,2023-03-16,770676.0
5131,MKF,GTO,2023-03-15,770676.0
5132,OJU,TFY,2023-03-19,770676.0
5133,BXW,CPF,2023-03-21,770676.0
5134,SKJ,RDE,2023-03-20,770676.0
5135,RDE,MEQ,2023-03-03,770676.0
5136,AKM,KBU,2023-03-02,770676.0
5137,KBU,AYW,2023-03-01,770676.0
5138,LOP,RGT,2023-03-22,770676.0
5139,NTX,MXB,2023-04-24,623396.0
5140,DUM,BXG,2023-04-25,623396.0
5141,SBG,PPJ,2023-04-26,623396.0
5142,WAR,LBJ,2023-04-27,623396.0
5143,RGT,AAS,2023-04-28,623396.0
5144,SUB,SQG,2023-04-29,623396.0
5145,GHS,GHS,2023-04-01,695457.0
5146,WET,TIM,2023-04-02,695457.0
5147,WASS,WRR,2023-04-03,695457.0
5148,BNE,SQN,2023-04-04,695457.0
